sequence,post_id,status,title,slug,url,post_date,audit_status,revised_title,mother_category,main_category,subcategory,subcategory_slug,canonical_sequence,audit_note
277,3551,publish,پلاسمون؛ موج جمعی الکترون‌ها در مرز نور و ماده,plasmon,https://qpedia.ir/plasmon/,2026-09-21 09:14:55,حفظ,پلاسمون؛ موج جمعی الکترون‌ها در مرز نور و ماده,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,شبه‌ذرات و برانگیختگی‌های جمعی,quasiparticles-collective-excitations,,
278,3553,publish,فونون؛ کوانتوم ارتعاش شبکهٔ بلوری,phonon,https://qpedia.ir/phonon/,2026-09-21 09:14:55,حفظ,فونون؛ کوانتوم ارتعاش شبکهٔ بلوری,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,شبه‌ذرات و برانگیختگی‌های جمعی,quasiparticles-collective-excitations,,
279,3555,publish,موتور گرمایی کوانتومی؛ کارگرفتن از یک سامانه کوچک,quantum-heat-engine,https://qpedia.ir/quantum-heat-engine/,2026-09-21 09:14:55,حفظ,موتور گرمایی کوانتومی؛ کارگرفتن از یک سامانه کوچک,جهان کوانتومی و ساختار ماده,کیهان، گرانش و ترمودینامیک کوانتومی,ترمودینامیک، آنتروپی و ماشین‌های کوانتومی,quantum-thermodynamics-entropy-machines,,
280,3557,publish,یخچال کوانتومی؛ بیرون‌کشیدن گرما از یک سامانه نانومقیاس,quantum-refrigerator,https://qpedia.ir/quantum-refrigerator/,2026-09-21 04:51:28,حفظ,یخچال کوانتومی؛ بیرون‌کشیدن گرما از یک سامانه نانومقیاس,جهان کوانتومی و ساختار ماده,کیهان، گرانش و ترمودینامیک کوانتومی,ترمودینامیک، آنتروپی و ماشین‌های کوانتومی,quantum-thermodynamics-entropy-machines,,
281,559,publish,آیا درهم تنیدگی یعنی اطلاعات سریع تر از نور منتقل می شود؟,entanglement-myths,https://qpedia.ir/entanglement-myths/,2026-09-03 03:10:43,حفظ,آیا درهم تنیدگی یعنی اطلاعات سریع تر از نور منتقل می شود؟,دانش بنیادی کوانتوم,مبانی فیزیک کوانتومی,برهم‌نهی، درهم‌تنیدگی و همدوسی,superposition-entanglement-coherence,,
282,562,publish,آیا مغز انسان از پدیده های کوانتومی استفاده می کند؟ (بررسی ادعاها),brain-quantum-phenomena,https://qpedia.ir/brain-quantum-phenomena/,2026-09-03 02:50:05,حذف/ادغام,آیا مغز انسان از پدیده های کوانتومی استفاده می کند؟ (بررسی ادعاها),,,,,30,موضوع و دامنه با «آیا مغز کوانتومی است؟» یکسان است.
283,2086,publish,نقشهٔ ذهنی پنج‌گانه برای فهم درست کوانتوم,quantum-fivefold-mental-map,https://qpedia.ir/quantum-fivefold-mental-map/,2026-09-03 02:40:17,حفظ,نقشهٔ ذهنی پنج‌گانه برای فهم درست کوانتوم,کوانتوم در علم، فناوری و جامعه,تاریخ، آموزش و جامعه کوانتومی,آموزش، منابع و مسیر یادگیری,quantum-learning-resources,,
284,2087,publish,حسگرهای کوانتومی؛ آیندهٔ دقت اندازه‌گیری,quantum-sensors,https://qpedia.ir/quantum-sensors/,2026-09-03 02:47:09,حفظ,حسگرهای کوانتومی؛ آیندهٔ دقت اندازه‌گیری,کوانتوم در علم، فناوری و جامعه,اندازه‌گیری، حسگرها و فناوری‌های کوانتومی,سنجش و مترولوژی کوانتومی,quantum-sensing-metrology,,
285,2088,publish,درهم‌تنیدگی در کامپیوترهای کوانتومی امروزی,entanglement-quantum-computers,https://qpedia.ir/entanglement-quantum-computers/,2026-09-02 21:06:28,حفظ,درهم‌تنیدگی در کامپیوترهای کوانتومی امروزی,دانش بنیادی کوانتوم,مبانی فیزیک کوانتومی,برهم‌نهی، درهم‌تنیدگی و همدوسی,superposition-entanglement-coherence,,
286,2092,publish,فاینمن: نابغه‌ای که کوانتوم را ساده توضیح می‌داد,feynman-quantum-explainer,https://qpedia.ir/feynman-quantum-explainer/,2026-09-02 21:06:29,حفظ,فاینمن: نابغه‌ای که کوانتوم را ساده توضیح می‌داد,کوانتوم در علم، فناوری و جامعه,تاریخ، آموزش و جامعه کوانتومی,دانشمندان، زندگی‌نامه‌ها و جایزه‌ها,quantum-scientists-biographies-awards,,
287,2093,publish,منابع معتبر فارسی و انگلیسی برای یادگیری عمیق‌تر کوانتوم,quantum-learning-resources,https://qpedia.ir/quantum-learning-resources/,2026-09-02 21:06:29,حفظ,منابع معتبر فارسی و انگلیسی برای یادگیری عمیق‌تر کوانتوم,کوانتوم در علم، فناوری و جامعه,تاریخ، آموزش و جامعه کوانتومی,آموزش، منابع و مسیر یادگیری,quantum-learning-resources,,
288,2094,publish,نبرد اینشتین و بور بر سر معنای کوانتوم,einstein-bohr-debate,https://qpedia.ir/einstein-bohr-debate/,2026-09-02 21:06:29,حفظ,نبرد اینشتین و بور بر سر معنای کوانتوم,کوانتوم در علم، فناوری و جامعه,تاریخ، آموزش و جامعه کوانتومی,آزمایش‌ها و رویدادهای تاریخی,quantum-historical-experiments-events,,
289,2096,publish,پنل خورشیدی و اثر فوتوالکتریک؛ تبدیل نور به جریان زندگی,solar-cells-photoelectric,https://qpedia.ir/solar-cells-photoelectric/,2026-09-03 02:39:07,حفظ,پنل خورشیدی و اثر فوتوالکتریک؛ تبدیل نور به جریان زندگی,کوانتوم در علم، فناوری و جامعه,اندازه‌گیری، حسگرها و فناوری‌های کوانتومی,الکترونیک و فناوری‌های روزمره,quantum-electronics-everyday-technology,,
290,2097,publish,چرا ریاضیات کوانتوم درست است ولی فهمش سخت است؟,why-quantum-math-works,https://qpedia.ir/why-quantum-math-works/,2026-09-03 02:39:33,حفظ,چرا ریاضیات کوانتوم درست است ولی فهمش سخت است؟,کوانتوم در علم، فناوری و جامعه,تاریخ، آموزش و جامعه کوانتومی,آموزش، منابع و مسیر یادگیری,quantum-learning-resources,,
291,2098,publish,کامپیوتر کوانتومی چیست و چقدر با واقعیت فاصله دارد؟,quantum-computer-reality,https://qpedia.ir/quantum-computer-reality/,2026-09-02 21:06:29,حفظ,کامپیوتر کوانتومی چیست و چقدر با واقعیت فاصله دارد؟,اطلاعات و فناوری کوانتومی,رایانش کوانتومی,سخت‌افزار و معماری رایانه کوانتومی,quantum-computing-hardware,,
292,2225,publish,حالت کوانتومی چیست؟ چرا «الکترون کجاست؟» پرسش اشتباه است؟,quantum-state,https://qpedia.ir/quantum-state/,2026-09-03 19:27:53,حفظ,حالت کوانتومی چیست؟ چرا «الکترون کجاست؟» پرسش اشتباه است؟,دانش بنیادی کوانتوم,مبانی فیزیک کوانتومی,مفاهیم و کمیت‌های پایه,basic-quantum-concepts,,
293,2229,publish,کوارک چیست؟,quark,https://qpedia.ir/quark/,2026-09-03 19:27:09,حفظ,کوارک چیست؟,دانش بنیادی کوانتوم,ذرات، میدان‌ها و فیزیک هسته‌ای,ذرات بنیادی و مدل استاندارد,elementary-particles-standard-model,,
294,2231,publish,بوزون هیگز چیست؟,higgs-boson,https://qpedia.ir/higgs-boson/,2026-09-03 19:27:21,حفظ,بوزون هیگز چیست؟,دانش بنیادی کوانتوم,ذرات، میدان‌ها و فیزیک هسته‌ای,ذرات بنیادی و مدل استاندارد,elementary-particles-standard-model,,
295,2232,publish,پادماده چیست؟,antimatter,https://qpedia.ir/antimatter/,2026-09-03 19:26:44,حفظ,پادماده چیست؟,دانش بنیادی کوانتوم,ذرات، میدان‌ها و فیزیک هسته‌ای,پادماده، ماده تاریک و ذرات فرضی,antimatter-dark-matter-hypothetical-particles,,
296,3559,publish,دیو ماکسول کوانتومی؛ اطلاعات چگونه به کار ترمودینامیکی تبدیل می‌شود؟,quantum-maxwell-demon,https://qpedia.ir/quantum-maxwell-demon/,2026-09-21 09:14:55,حفظ,دیو ماکسول کوانتومی؛ اطلاعات چگونه به کار ترمودینامیکی تبدیل می‌شود؟,جهان کوانتومی و ساختار ماده,کیهان، گرانش و ترمودینامیک کوانتومی,ترمودینامیک، آنتروپی و ماشین‌های کوانتومی,quantum-thermodynamics-entropy-machines,,
297,3561,publish,آنتروپی کوانتومی؛ اندازه‌گیری ناآگاهی یا درهم‌تنیدگی؟,quantum-entropy,https://qpedia.ir/quantum-entropy/,2026-09-20 18:49:20,حفظ,آنتروپی کوانتومی؛ اندازه‌گیری ناآگاهی یا درهم‌تنیدگی؟,جهان کوانتومی و ساختار ماده,کیهان، گرانش و ترمودینامیک کوانتومی,ترمودینامیک، آنتروپی و ماشین‌های کوانتومی,quantum-thermodynamics-entropy-machines,,
298,3563,publish,گرمایی‌شدن کوانتومی؛ چگونه یک سامانه بسته به تعادل می‌رسد؟,quantum-thermalization,https://qpedia.ir/quantum-thermalization/,2026-09-21 09:14:55,حفظ,گرمایی‌شدن کوانتومی؛ چگونه یک سامانه بسته به تعادل می‌رسد؟,جهان کوانتومی و ساختار ماده,کیهان، گرانش و ترمودینامیک کوانتومی,سامانه‌های چندجسمی و گرمایی‌شدن,quantum-many-body-thermalization,,
299,3565,publish,جایگزیدگی چندجسمی؛ وقتی سامانه حافظهٔ آغازش را فراموش نمی‌کند,many-body-localization,https://qpedia.ir/many-body-localization/,2026-09-21 09:14:55,حفظ,جایگزیدگی چندجسمی؛ وقتی سامانه حافظهٔ آغازش را فراموش نمی‌کند,جهان کوانتومی و ساختار ماده,کیهان، گرانش و ترمودینامیک کوانتومی,سامانه‌های چندجسمی و گرمایی‌شدن,quantum-many-body-thermalization,,
300,3567,publish,فرضیهٔ گرمایی‌شدن حالت ویژه؛ چرا یک حالت منفرد می‌تواند حرارتی باشد؟,eigenstate-thermalization,https://qpedia.ir/eigenstate-thermalization/,2026-09-21 09:14:55,حفظ,فرضیهٔ گرمایی‌شدن حالت ویژه؛ چرا یک حالت منفرد می‌تواند حرارتی باشد؟,جهان کوانتومی و ساختار ماده,کیهان، گرانش و ترمودینامیک کوانتومی,سامانه‌های چندجسمی و گرمایی‌شدن,quantum-many-body-thermalization,,
301,2235,publish,اسپین هسته‌ای چیست؟,nuclear-spin,https://qpedia.ir/nuclear-spin/,2026-09-03 19:26:56,حفظ,اسپین هسته‌ای چیست؟,دانش بنیادی کوانتوم,مبانی فیزیک کوانتومی,مفاهیم و کمیت‌های پایه,basic-quantum-concepts,,
302,2240,publish,همدوسی چیست؟,coherence,https://qpedia.ir/coherence/,2026-09-04 17:09:24,حفظ,همدوسی چیست؟,دانش بنیادی کوانتوم,مبانی فیزیک کوانتومی,برهم‌نهی، درهم‌تنیدگی و همدوسی,superposition-entanglement-coherence,,
303,2252,publish,الگوریتم گروور چیست؟,grover-algorithm,https://qpedia.ir/grover-algorithm/,2026-09-03 20:30:44,حفظ,الگوریتم گروور چیست؟,اطلاعات و فناوری کوانتومی,رایانش کوانتومی,الگوریتم‌های کوانتومی,quantum-algorithms,,
304,2253,publish,تصحیح خطای کوانتومی چیست؟,quantum-error-correction,https://qpedia.ir/quantum-error-correction/,2026-09-03 20:30:44,حفظ,تصحیح خطای کوانتومی چیست؟,اطلاعات و فناوری کوانتومی,رایانش کوانتومی,تصحیح خطا، کنترل و محدودیت‌ها,quantum-error-control-limitations,,
305,2254,publish,چگالش بوز-اینشتین چیست؟,bose-einstein-condensate,https://qpedia.ir/bose-einstein-condensate/,2026-09-03 20:30:44,حفظ,چگالش بوز-اینشتین چیست؟,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,ابرشارگی، چگالش و گازهای کوانتومی,superfluidity-condensates-quantum-gases,,
306,2255,publish,همجوشی ستارگان چگونه ممکن است؟,stellar-fusion,https://qpedia.ir/stellar-fusion/,2026-09-03 20:30:44,حفظ,همجوشی ستارگان چگونه ممکن است؟,دانش بنیادی کوانتوم,ذرات، میدان‌ها و فیزیک هسته‌ای,هسته، واپاشی و واکنش‌های هسته‌ای,nuclear-physics-decay,,
307,2256,publish,قضیهٔ عدم‌کپی چیست؟,no-cloning-theorem,https://qpedia.ir/no-cloning-theorem/,2026-09-03 20:30:44,حفظ,قضیهٔ عدم‌کپی چیست؟,دانش بنیادی کوانتوم,مبانی فیزیک کوانتومی,اثرها و پدیده‌های کوانتومی,quantum-effects-phenomena,,
308,2257,publish,گیت کوانتومی چیست؟,quantum-gate,https://qpedia.ir/quantum-gate/,2026-09-03 20:30:44,حفظ,گیت کوانتومی چیست؟,اطلاعات و فناوری کوانتومی,رایانش کوانتومی,کیوبیت، گیت و مدار کوانتومی,qubits-gates-circuits,,
309,2258,publish,شبیه‌سازی کوانتومی چیست؟,quantum-simulation,https://qpedia.ir/quantum-simulation/,2026-09-03 20:30:44,حفظ,شبیه‌سازی کوانتومی چیست؟,اطلاعات و فناوری کوانتومی,رایانش کوانتومی,نرم‌افزار، برنامه‌نویسی و شبیه‌سازی,quantum-software-programming-simulation,,
310,2760,publish,تله پورت پیوسته؛ موج نور نه فقط کیوبیت,continuous-variable-teleportation,https://qpedia.ir/continuous-variable-teleportation/,2026-09-09 18:03:03,حفظ,تله پورت پیوسته؛ موج نور نه فقط کیوبیت,اطلاعات و فناوری کوانتومی,ارتباطات، شبکه و امنیت کوانتومی,ارتباط و تله‌پورت کوانتومی,quantum-communication-teleportation,,
